,tijdstip;locatie;component;waarde;LKI
2019-01-03 02:00:00+01:00;Amsterdam-Vondelpark;CO;271,0;2
2019-01-03 02:00:00+01:00;Amsterdam-Vondelpark;NO;0,2;1
2019-01-03 02:00:00+01:00;Amsterdam-Vondelpark;O3;61,9;5
2019-01-03 02:00:00+01:00;Amsterdam-Vondelpark;FN;0,21;1
2019-01-03 02:00:00+01:00;Amsterdam-Vondelpark;PM10;9,9;1
2019-01-03 02:00:00+01:00;Amsterdam-Vondelpark;PM25;1,4;1
2019-01-03 02:00:00+01:00;Amsterdam-Vondelpark;NO2;19,1;2
2019-01-03 03:00:00+01:00;Amsterdam-Vondelpark;CO;250,9;2
2019-01-03 03:00:00+01:00;Amsterdam-Vondelpark;NO;0,1;1
2019-01-03 03:00:00+01:00;Amsterdam-Vondelpark;O3;57,8;4
2019-01-03 03:00:00+01:00;Amsterdam-Vondelpark;FN;0,24;1
2019-01-03 03:00:00+01:00;Amsterdam-Vondelpark;PM10;8,4;1
2019-01-03 03:00:00+01:00;Amsterdam-Vondelpark;PM25;1,7;1
2019-01-03 03:00:00+01:00;Amsterdam-Vondelpark;NO2;19,4;2
2019-01-03 04:00:00+01:00;Amsterdam-Vondelpark;CO;240,9;1
2019-01-03 04:00:00+01:00;Amsterdam-Vondelpark;NO;0,1;1
2019-01-03 04:00:00+01:00;Amsterdam-Vondelpark;O3;37,2;3
2019-01-03 04:00:00+01:00;Amsterdam-Vondelpark;FN;0,44;1
2019-01-03 04:00:00+01:00;Amsterdam-Vondelpark;PM10;7,8;1
2019-01-03 04:00:00+01:00;Amsterdam-Vondelpark;PM25;3,3;1
2019-01-03 04:00:00+01:00;Amsterdam-Vondelpark;NO2;27,9;3
2019-01-03 05:00:00+01:00;Amsterdam-Vondelpark;CO;254,6;2
2019-01-03 05:00:00+01:00;Amsterdam-Vondelpark;NO;0,1;1
2019-01-03 05:00:00+01:00;Amsterdam-Vondelpark;O3;37,8;3
2019-01-03 05:00:00+01:00;Amsterdam-Vondelpark;FN;0,44;1
2019-01-03 05:00:00+01:00;Amsterdam-Vondelpark;PM10;8,2;1
2019-01-03 05:00:00+01:00;Amsterdam-Vondelpark;PM25;2,3;1
2019-01-03 05:00:00+01:00;Amsterdam-Vondelpark;NO2;31,4;4
2019-01-03 06:00:00+01:00;Amsterdam-Vondelpark;CO;282,1;2
2019-01-03 06:00:00+01:00;Amsterdam-Vondelpark;NO;0,4;1
2019-01-03 06:00:00+01:00;Amsterdam-Vondelpark;O3;41,4;4
2019-01-03 06:00:00+01:00;Amsterdam-Vondelpark;FN;0,39;1
2019-01-03 06:00:00+01:00;Amsterdam-Vondelpark;PM10;14,1;2
2019-01-03 06:00:00+01:00;Amsterdam-Vondelpark;PM25;-0,8;1
2019-01-03 06:00:00+01:00;Amsterdam-Vondelpark;NO2;31,0;4
2019-01-03 07:00:00+01:00;Amsterdam-Vondelpark;CO;311,7;2
2019-01-03 07:00:00+01:00;Amsterdam-Vondelpark;NO;0,7;1
2019-01-03 07:00:00+01:00;Amsterdam-Vondelpark;O3;31,7;3
2019-01-03 07:00:00+01:00;Amsterdam-Vondelpark;FN;0,55;1
2019-01-03 07:00:00+01:00;Amsterdam-Vondelpark;PM10;10,7;2
2019-01-03 07:00:00+01:00;Amsterdam-Vondelpark;PM25;0,6;1
2019-01-03 07:00:00+01:00;Amsterdam-Vondelpark;NO2;45,6;5
2019-01-03 08:00:00+01:00;Amsterdam-Vondelpark;CO;336,6;2
2019-01-03 08:00:00+01:00;Amsterdam-Vondelpark;NO;1,2;1
2019-01-03 08:00:00+01:00;Amsterdam-Vondelpark;O3;38,9;3
2019-01-03 08:00:00+01:00;Amsterdam-Vondelpark;FN;0,56;1
2019-01-03 08:00:00+01:00;Amsterdam-Vondelpark;PM10;10,3;2
2019-01-03 08:00:00+01:00;Amsterdam-Vondelpark;PM25;3,6;1
2019-01-03 08:00:00+01:00;Amsterdam-Vondelpark;NO2;43,2;4
2019-01-03 09:00:00+01:00;Amsterdam-Vondelpark;PM25;4,3;1
2019-01-03 09:00:00+01:00;Amsterdam-Vondelpark;CO;441,3;2
2019-01-03 09:00:00+01:00;Amsterdam-Vondelpark;NO;8,3;1
2019-01-03 09:00:00+01:00;Amsterdam-Vondelpark;O3;10,4;1
2019-01-03 09:00:00+01:00;Amsterdam-Vondelpark;FN;1,16;2
2019-01-03 09:00:00+01:00;Amsterdam-Vondelpark;NO2;69,2;6
2019-01-03 09:00:00+01:00;Amsterdam-Vondelpark;PM10;15,9;2
2019-01-03 10:00:00+01:00;Amsterdam-Vondelpark;CO;417,9;2
2019-01-03 10:00:00+01:00;Amsterdam-Vondelpark;NO;12,7;2
2019-01-03 10:00:00+01:00;Amsterdam-Vondelpark;O3;16,9;2
2019-01-03 10:00:00+01:00;Amsterdam-Vondelpark;FN;1,19;2
2019-01-03 10:00:00+01:00;Amsterdam-Vondelpark;PM10;21,0;3
2019-01-03 10:00:00+01:00;Amsterdam-Vondelpark;PM25;3,9;1
2019-01-03 10:00:00+01:00;Amsterdam-Vondelpark;NO2;66,9;6
2019-01-03 11:00:00+01:00;Amsterdam-Vondelpark;CO;335,1;2
2019-01-03 11:00:00+01:00;Amsterdam-Vondelpark;NO;8,3;1
2019-01-03 11:00:00+01:00;Amsterdam-Vondelpark;O3;30,2;3
2019-01-03 11:00:00+01:00;Amsterdam-Vondelpark;FN;1,03;2
2019-01-03 11:00:00+01:00;Amsterdam-Vondelpark;PM10;19,4;2
2019-01-03 11:00:00+01:00;Amsterdam-Vondelpark;PM25;2,1;1
2019-01-03 11:00:00+01:00;Amsterdam-Vondelpark;NO2;55,3;5
2019-01-03 12:00:00+01:00;Amsterdam-Vondelpark;CO;333,3;2
2019-01-03 12:00:00+01:00;Amsterdam-Vondelpark;NO;6,7;1
2019-01-03 12:00:00+01:00;Amsterdam-Vondelpark;O3;44,2;4
2019-01-03 12:00:00+01:00;Amsterdam-Vondelpark;FN;0,77;1
2019-01-03 12:00:00+01:00;Amsterdam-Vondelpark;PM10;16,3;2
2019-01-03 12:00:00+01:00;Amsterdam-Vondelpark;PM25;4,4;1
2019-01-03 12:00:00+01:00;Amsterdam-Vondelpark;NO2;45,4;5
2019-01-03 13:00:00+01:00;Amsterdam-Vondelpark;O3;60,9;5
2019-01-03 13:00:00+01:00;Amsterdam-Vondelpark;CO;288,8;2
2019-01-03 13:00:00+01:00;Amsterdam-Vondelpark;NO;4,0;1
2019-01-03 13:00:00+01:00;Amsterdam-Vondelpark;FN;0,33;1
2019-01-03 13:00:00+01:00;Amsterdam-Vondelpark;PM10;10,9;2
2019-01-03 13:00:00+01:00;Amsterdam-Vondelpark;PM25;5,6;1
2019-01-03 13:00:00+01:00;Amsterdam-Vondelpark;NO2;23,4;3
2019-01-03 14:00:00+01:00;Amsterdam-Vondelpark;PM25;4,8;1
2019-01-03 14:00:00+01:00;Amsterdam-Vondelpark;NO2;24,0;3
2019-01-03 14:00:00+01:00;Amsterdam-Vondelpark;NO;3,7;1
2019-01-03 14:00:00+01:00;Amsterdam-Vondelpark;O3;58,5;4
2019-01-03 14:00:00+01:00;Amsterdam-Vondelpark;FN;0,42;1
2019-01-03 14:00:00+01:00;Amsterdam-Vondelpark;PM10;14,0;2
2019-01-03 15:00:00+01:00;Amsterdam-Vondelpark;CO;255,9;2
2019-01-03 15:00:00+01:00;Amsterdam-Vondelpark;NO;3,2;1
2019-01-03 15:00:00+01:00;Amsterdam-Vondelpark;O3;58,0;4
2019-01-03 15:00:00+01:00;Amsterdam-Vondelpark;FN;0,44;1
2019-01-03 15:00:00+01:00;Amsterdam-Vondelpark;PM10;12,2;2
2019-01-03 15:00:00+01:00;Amsterdam-Vondelpark;PM25;5,6;1
2019-01-03 15:00:00+01:00;Amsterdam-Vondelpark;NO2;24,1;3
2019-01-03 16:00:00+01:00;Amsterdam-Vondelpark;CO;283,3;2
2019-01-03 16:00:00+01:00;Amsterdam-Vondelpark;NO;4,2;1
2019-01-03 16:00:00+01:00;Amsterdam-Vondelpark;O3;48,9;4
2019-01-03 16:00:00+01:00;Amsterdam-Vondelpark;FN;0,63;1
2019-01-03 16:00:00+01:00;Amsterdam-Vondelpark;PM10;11,1;2
2019-01-03 16:00:00+01:00;Amsterdam-Vondelpark;PM25;3,9;1
2019-01-03 16:00:00+01:00;Amsterdam-Vondelpark;NO2;33,5;4
2019-01-03 17:00:00+01:00;Amsterdam-Vondelpark;NO2;34,7;4
2019-01-03 17:00:00+01:00;Amsterdam-Vondelpark;O3;47,4;4
2019-01-03 17:00:00+01:00;Amsterdam-Vondelpark;PM10;7,3;1
2019-01-03 17:00:00+01:00;Amsterdam-Vondelpark;CO;331,6;2
2019-01-03 17:00:00+01:00;Amsterdam-Vondelpark;NO;2,8;1
2019-01-03 17:00:00+01:00;Amsterdam-Vondelpark;FN;0,95;1
2019-01-03 17:00:00+01:00;Amsterdam-Vondelpark;PM25;3,8;1
2019-01-03 18:00:00+01:00;Amsterdam-Vondelpark;CO;359,2;2
2019-01-03 18:00:00+01:00;Amsterdam-Vondelpark;NO;3,1;1
2019-01-03 18:00:00+01:00;Amsterdam-Vondelpark;O3;27,6;2
2019-01-03 18:00:00+01:00;Amsterdam-Vondelpark;FN;1,03;2
2019-01-03 18:00:00+01:00;Amsterdam-Vondelpark;PM25;2,5;1
2019-01-03 18:00:00+01:00;Amsterdam-Vondelpark;NO2;50,3;5
2019-01-03 18:00:00+01:00;Amsterdam-Vondelpark;PM10;8,5;1
2019-01-03 19:00:00+01:00;Amsterdam-Vondelpark;CO;372,1;2
2019-01-03 19:00:00+01:00;Amsterdam-Vondelpark;NO;4,0;1
2019-01-03 19:00:00+01:00;Amsterdam-Vondelpark;O3;23,6;2
2019-01-03 19:00:00+01:00;Amsterdam-Vondelpark;FN;1,48;2
2019-01-03 19:00:00+01:00;Amsterdam-Vondelpark;PM10;17,6;2
2019-01-03 19:00:00+01:00;Amsterdam-Vondelpark;PM25;2,5;1
2019-01-03 19:00:00+01:00;Amsterdam-Vondelpark;NO2;56,3;5
2019-01-03 20:00:00+01:00;Amsterdam-Vondelpark;NO2;56,5;5
2019-01-03 20:00:00+01:00;Amsterdam-Vondelpark;O3;24,7;2
2019-01-03 20:00:00+01:00;Amsterdam-Vondelpark;PM10;16,7;2
2019-01-03 20:00:00+01:00;Amsterdam-Vondelpark;CO;372,8;2
2019-01-03 20:00:00+01:00;Amsterdam-Vondelpark;NO;3,4;1
2019-01-03 20:00:00+01:00;Amsterdam-Vondelpark;FN;1,44;2
2019-01-03 20:00:00+01:00;Amsterdam-Vondelpark;PM25;6,8;1
2019-01-03 21:00:00+01:00;Amsterdam-Vondelpark;NO2;50,6;5
2019-01-03 21:00:00+01:00;Amsterdam-Vondelpark;PM10;19,5;2
2019-01-03 21:00:00+01:00;Amsterdam-Vondelpark;NO;2,6;1
2019-01-03 21:00:00+01:00;Amsterdam-Vondelpark;CO;384,4;2
2019-01-03 21:00:00+01:00;Amsterdam-Vondelpark;O3;28,9;2
2019-01-03 21:00:00+01:00;Amsterdam-Vondelpark;FN;1,22;2
2019-01-03 21:00:00+01:00;Amsterdam-Vondelpark;PM25;8,4;1
2019-01-03 22:00:00+01:00;Amsterdam-Vondelpark;CO;378,8;2
2019-01-03 22:00:00+01:00;Amsterdam-Vondelpark;NO;2,8;1
2019-01-03 22:00:00+01:00;Amsterdam-Vondelpark;O3;32,4;3
2019-01-03 22:00:00+01:00;Amsterdam-Vondelpark;FN;1,03;2
2019-01-03 22:00:00+01:00;Amsterdam-Vondelpark;PM10;20,8;3
2019-01-03 22:00:00+01:00;Amsterdam-Vondelpark;PM25;7,8;1
2019-01-03 22:00:00+01:00;Amsterdam-Vondelpark;NO2;45,9;5
2019-01-03 23:00:00+01:00;Amsterdam-Vondelpark;CO;357,6;2
2019-01-03 23:00:00+01:00;Amsterdam-Vondelpark;NO;1,6;1
2019-01-03 23:00:00+01:00;Amsterdam-Vondelpark;O3;37,8;3
2019-01-03 23:00:00+01:00;Amsterdam-Vondelpark;FN;0,84;1
2019-01-03 23:00:00+01:00;Amsterdam-Vondelpark;PM10;12,8;2
2019-01-03 23:00:00+01:00;Amsterdam-Vondelpark;PM25;5,4;1
2019-01-03 23:00:00+01:00;Amsterdam-Vondelpark;NO2;37,6;4
2019-01-04 00:00:00+01:00;Amsterdam-Vondelpark;NO2;41,3;4
2019-01-04 00:00:00+01:00;Amsterdam-Vondelpark;O3;35,3;3
2019-01-04 00:00:00+01:00;Amsterdam-Vondelpark;PM10;17,7;2
2019-01-04 00:00:00+01:00;Amsterdam-Vondelpark;CO;301,9;2
2019-01-04 00:00:00+01:00;Amsterdam-Vondelpark;NO;1,8;1
2019-01-04 00:00:00+01:00;Amsterdam-Vondelpark;FN;1,05;2
2019-01-04 00:00:00+01:00;Amsterdam-Vondelpark;PM25;3,0;1
2019-01-04 01:00:00+01:00;Amsterdam-Vondelpark;CO;252,6;2
2019-01-04 01:00:00+01:00;Amsterdam-Vondelpark;NO;1,2;1
2019-01-04 01:00:00+01:00;Amsterdam-Vondelpark;O3;45,7;4
2019-01-04 01:00:00+01:00;Amsterdam-Vondelpark;FN;0,66;1
2019-01-04 01:00:00+01:00;Amsterdam-Vondelpark;PM10;12,7;2
2019-01-04 01:00:00+01:00;Amsterdam-Vondelpark;PM25;1,9;1
2019-01-04 01:00:00+01:00;Amsterdam-Vondelpark;NO2;27,6;3
2019-01-04 02:00:00+01:00;Amsterdam-Vondelpark;CO;279,5;2
2019-01-04 02:00:00+01:00;Amsterdam-Vondelpark;NO;1,4;1
2019-01-04 02:00:00+01:00;Amsterdam-Vondelpark;O3;34,1;3
2019-01-04 02:00:00+01:00;Amsterdam-Vondelpark;FN;0,75;1
2019-01-04 02:00:00+01:00;Amsterdam-Vondelpark;PM10;11,1;2
2019-01-04 02:00:00+01:00;Amsterdam-Vondelpark;PM25;2,4;1
2019-01-04 02:00:00+01:00;Amsterdam-Vondelpark;NO2;32,6;4
2019-01-04 03:00:00+01:00;Amsterdam-Vondelpark;CO;258,9;2
2019-01-04 03:00:00+01:00;Amsterdam-Vondelpark;NO;1,3;1
2019-01-04 03:00:00+01:00;Amsterdam-Vondelpark;O3;25,8;2
2019-01-04 03:00:00+01:00;Amsterdam-Vondelpark;FN;0,73;1
2019-01-04 03:00:00+01:00;Amsterdam-Vondelpark;PM10;8,1;1
2019-01-04 03:00:00+01:00;Amsterdam-Vondelpark;PM25;3,3;1
2019-01-04 03:00:00+01:00;Amsterdam-Vondelpark;NO2;31,2;4
2019-01-04 04:00:00+01:00;Amsterdam-Vondelpark;CO;247,2;1
2019-01-04 04:00:00+01:00;Amsterdam-Vondelpark;NO;1,4;1
2019-01-04 04:00:00+01:00;Amsterdam-Vondelpark;O3;39,0;3
2019-01-04 04:00:00+01:00;Amsterdam-Vondelpark;FN;0,59;1
2019-01-04 04:00:00+01:00;Amsterdam-Vondelpark;PM10;8,7;1
2019-01-04 04:00:00+01:00;Amsterdam-Vondelpark;PM25;3,4;1
2019-01-04 04:00:00+01:00;Amsterdam-Vondelpark;NO2;28,3;3
2019-01-04 05:00:00+01:00;Amsterdam-Vondelpark;O3;43,2;4
2019-01-04 05:00:00+01:00;Amsterdam-Vondelpark;CO;223,9;1
2019-01-04 05:00:00+01:00;Amsterdam-Vondelpark;NO;1,1;1
2019-01-04 05:00:00+01:00;Amsterdam-Vondelpark;FN;0,61;1
2019-01-04 05:00:00+01:00;Amsterdam-Vondelpark;PM10;7,1;1
2019-01-04 05:00:00+01:00;Amsterdam-Vondelpark;PM25;2,1;1
2019-01-04 05:00:00+01:00;Amsterdam-Vondelpark;NO2;21,3;3
2019-01-04 06:00:00+01:00;Amsterdam-Vondelpark;CO;230,0;1
2019-01-04 06:00:00+01:00;Amsterdam-Vondelpark;NO;1,2;1
2019-01-04 06:00:00+01:00;Amsterdam-Vondelpark;O3;55,2;4
2019-01-04 06:00:00+01:00;Amsterdam-Vondelpark;FN;0,63;1
2019-01-04 06:00:00+01:00;Amsterdam-Vondelpark;PM10;1,5;1
2019-01-04 06:00:00+01:00;Amsterdam-Vondelpark;PM25;1,6;1
2019-01-04 06:00:00+01:00;Amsterdam-Vondelpark;NO2;21,0;3
2019-01-04 07:00:00+01:00;Amsterdam-Vondelpark;CO;260,4;2
2019-01-04 07:00:00+01:00;Amsterdam-Vondelpark;NO;1,1;1
2019-01-04 07:00:00+01:00;Amsterdam-Vondelpark;O3;46,7;4
2019-01-04 07:00:00+01:00;Amsterdam-Vondelpark;FN;0,52;1
2019-01-04 07:00:00+01:00;Amsterdam-Vondelpark;PM10;3,3;1
2019-01-04 07:00:00+01:00;Amsterdam-Vondelpark;PM25;1,6;1
2019-01-04 07:00:00+01:00;Amsterdam-Vondelpark;NO2;27,9;3
2019-01-04 08:00:00+01:00;Amsterdam-Vondelpark;CO;239,6;1
2019-01-04 08:00:00+01:00;Amsterdam-Vondelpark;NO;1,2;1
2019-01-04 08:00:00+01:00;Amsterdam-Vondelpark;O3;53,0;4
2019-01-04 08:00:00+01:00;Amsterdam-Vondelpark;FN;0,33;1
2019-01-04 08:00:00+01:00;Amsterdam-Vondelpark;PM10;9,0;1
2019-01-04 08:00:00+01:00;Amsterdam-Vondelpark;PM25;1,7;1
2019-01-04 08:00:00+01:00;Amsterdam-Vondelpark;NO2;17,9;2
2019-01-04 09:00:00+01:00;Amsterdam-Vondelpark;CO;255,9;2
2019-01-04 09:00:00+01:00;Amsterdam-Vondelpark;NO;1,6;1
2019-01-04 09:00:00+01:00;Amsterdam-Vondelpark;O3;53,6;4
2019-01-04 09:00:00+01:00;Amsterdam-Vondelpark;FN;0,36;1
2019-01-04 09:00:00+01:00;Amsterdam-Vondelpark;PM10;9,9;1
2019-01-04 09:00:00+01:00;Amsterdam-Vondelpark;NO2;17,1;2
2019-01-04 10:00:00+01:00;Amsterdam-Vondelpark;CO;288,4;2
2019-01-04 10:00:00+01:00;Amsterdam-Vondelpark;NO;1,6;1
2019-01-04 10:00:00+01:00;Amsterdam-Vondelpark;O3;51,4;4
2019-01-04 10:00:00+01:00;Amsterdam-Vondelpark;FN;0,34;1
2019-01-04 10:00:00+01:00;Amsterdam-Vondelpark;PM10;9,0;1
2019-01-04 10:00:00+01:00;Amsterdam-Vondelpark;NO2;21,2;3
2019-01-04 11:00:00+01:00;Amsterdam-Vondelpark;CO;290,2;2
2019-01-04 11:00:00+01:00;Amsterdam-Vondelpark;NO;2,3;1
2019-01-04 11:00:00+01:00;Amsterdam-Vondelpark;O3;45,0;4
2019-01-04 11:00:00+01:00;Amsterdam-Vondelpark;FN;0,45;1
2019-01-04 11:00:00+01:00;Amsterdam-Vondelpark;PM10;10,2;2
2019-01-04 11:00:00+01:00;Amsterdam-Vondelpark;PM25;4,5;1
2019-01-04 11:00:00+01:00;Amsterdam-Vondelpark;NO2;28,2;3
2019-01-04 12:00:00+01:00;Amsterdam-Vondelpark;CO;261,7;2
2019-01-04 12:00:00+01:00;Amsterdam-Vondelpark;NO;2,9;1
2019-01-04 12:00:00+01:00;Amsterdam-Vondelpark;O3;49,9;4
2019-01-04 12:00:00+01:00;Amsterdam-Vondelpark;FN;0,45;1
2019-01-04 12:00:00+01:00;Amsterdam-Vondelpark;PM10;11,2;2
2019-01-04 12:00:00+01:00;Amsterdam-Vondelpark;PM25;2,0;1
2019-01-04 12:00:00+01:00;Amsterdam-Vondelpark;NO2;26,9;3
2019-01-04 13:00:00+01:00;Amsterdam-Vondelpark;CO;313,6;2
2019-01-04 13:00:00+01:00;Amsterdam-Vondelpark;NO;2,8;1
2019-01-04 13:00:00+01:00;Amsterdam-Vondelpark;O3;47,9;4
2019-01-04 13:00:00+01:00;Amsterdam-Vondelpark;FN;0,6;1
2019-01-04 13:00:00+01:00;Amsterdam-Vondelpark;PM10;18,0;2
2019-01-04 13:00:00+01:00;Amsterdam-Vondelpark;PM25;1,3;1
2019-01-04 13:00:00+01:00;Amsterdam-Vondelpark;NO2;27,2;3
2019-01-04 14:00:00+01:00;Amsterdam-Vondelpark;CO;364,9;2
2019-01-04 14:00:00+01:00;Amsterdam-Vondelpark;NO;6,5;1
2019-01-04 14:00:00+01:00;Amsterdam-Vondelpark;O3;34,7;3
2019-01-04 14:00:00+01:00;Amsterdam-Vondelpark;FN;0,91;1
2019-01-04 14:00:00+01:00;Amsterdam-Vondelpark;PM10;20,9;3
2019-01-04 14:00:00+01:00;Amsterdam-Vondelpark;PM25;3,7;1
2019-01-04 14:00:00+01:00;Amsterdam-Vondelpark;NO2;34,2;4
2019-01-04 15:00:00+01:00;Amsterdam-Vondelpark;CO;333,5;2
2019-01-04 15:00:00+01:00;Amsterdam-Vondelpark;NO;3,0;1
2019-01-04 15:00:00+01:00;Amsterdam-Vondelpark;O3;37,3;3
2019-01-04 15:00:00+01:00;Amsterdam-Vondelpark;FN;0,71;1
2019-01-04 15:00:00+01:00;Amsterdam-Vondelpark;PM10;19,0;2
2019-01-04 15:00:00+01:00;Amsterdam-Vondelpark;PM25;7,5;1
2019-01-04 15:00:00+01:00;Amsterdam-Vondelpark;NO2;33,4;4
2019-01-04 16:00:00+01:00;Amsterdam-Vondelpark;CO;318,4;2
2019-01-04 16:00:00+01:00;Amsterdam-Vondelpark;NO;2,1;1
2019-01-04 16:00:00+01:00;Amsterdam-Vondelpark;O3;43,6;4
2019-01-04 16:00:00+01:00;Amsterdam-Vondelpark;FN;0,69;1
2019-01-04 16:00:00+01:00;Amsterdam-Vondelpark;PM10;15,8;2
2019-01-04 16:00:00+01:00;Amsterdam-Vondelpark;PM25;8,0;1
2019-01-04 16:00:00+01:00;Amsterdam-Vondelpark;NO2;31,4;4
2019-01-04 17:00:00+01:00;Amsterdam-Vondelpark;CO;333,1;2
2019-01-04 17:00:00+01:00;Amsterdam-Vondelpark;NO;1,6;1
2019-01-04 17:00:00+01:00;Amsterdam-Vondelpark;O3;43,9;4
2019-01-04 17:00:00+01:00;Amsterdam-Vondelpark;FN;0,69;1
2019-01-04 17:00:00+01:00;Amsterdam-Vondelpark;PM10;18,5;2
2019-01-04 17:00:00+01:00;Amsterdam-Vondelpark;PM25;6,1;1
2019-01-04 17:00:00+01:00;Amsterdam-Vondelpark;NO2;30,9;4
2019-01-04 18:00:00+01:00;Amsterdam-Vondelpark;CO;358,3;2
2019-01-04 18:00:00+01:00;Amsterdam-Vondelpark;NO;3,1;1
2019-01-04 18:00:00+01:00;Amsterdam-Vondelpark;O3;43,0;4
2019-01-04 18:00:00+01:00;Amsterdam-Vondelpark;FN;0,79;1
2019-01-04 18:00:00+01:00;Amsterdam-Vondelpark;PM10;18,6;2
2019-01-04 18:00:00+01:00;Amsterdam-Vondelpark;PM25;5,5;1
2019-01-04 18:00:00+01:00;Amsterdam-Vondelpark;NO2;33,1;4
2019-01-04 19:00:00+01:00;Amsterdam-Vondelpark;CO;352,4;2
2019-01-04 19:00:00+01:00;Amsterdam-Vondelpark;NO;1,6;1
2019-01-04 19:00:00+01:00;Amsterdam-Vondelpark;O3;45,0;4
2019-01-04 19:00:00+01:00;Amsterdam-Vondelpark;FN;0,85;1
2019-01-04 19:00:00+01:00;Amsterdam-Vondelpark;PM10;20,5;3
2019-01-04 19:00:00+01:00;Amsterdam-Vondelpark;PM25;6,3;1
2019-01-04 19:00:00+01:00;Amsterdam-Vondelpark;NO2;26,0;3
2019-01-04 20:00:00+01:00;Amsterdam-Vondelpark;NO2;26,7;3
2019-01-04 20:00:00+01:00;Amsterdam-Vondelpark;CO;350,9;2
2019-01-04 20:00:00+01:00;Amsterdam-Vondelpark;NO;1,6;1
2019-01-04 20:00:00+01:00;Amsterdam-Vondelpark;O3;44,0;4
2019-01-04 20:00:00+01:00;Amsterdam-Vondelpark;FN;0,72;1
2019-01-04 20:00:00+01:00;Amsterdam-Vondelpark;PM10;16,7;2
2019-01-04 20:00:00+01:00;Amsterdam-Vondelpark;PM25;8,0;1
2019-01-04 21:00:00+01:00;Amsterdam-Vondelpark;CO;333,8;2
2019-01-04 21:00:00+01:00;Amsterdam-Vondelpark;NO;1,0;1
2019-01-04 21:00:00+01:00;Amsterdam-Vondelpark;O3;43,4;4
2019-01-04 21:00:00+01:00;Amsterdam-Vondelpark;FN;0,58;1
2019-01-04 21:00:00+01:00;Amsterdam-Vondelpark;PM10;18,5;2
2019-01-04 21:00:00+01:00;Amsterdam-Vondelpark;PM25;3,7;1
2019-01-04 21:00:00+01:00;Amsterdam-Vondelpark;NO2;27,1;3
2019-01-04 22:00:00+01:00;Amsterdam-Vondelpark;CO;305,4;2
2019-01-04 22:00:00+01:00;Amsterdam-Vondelpark;NO;1,0;1
2019-01-04 22:00:00+01:00;Amsterdam-Vondelpark;O3;50,9;4
2019-01-04 22:00:00+01:00;Amsterdam-Vondelpark;FN;0,44;1
2019-01-04 22:00:00+01:00;Amsterdam-Vondelpark;PM10;12,3;2
2019-01-04 22:00:00+01:00;Amsterdam-Vondelpark;PM25;0,3;1
2019-01-04 22:00:00+01:00;Amsterdam-Vondelpark;NO2;21,6;3
2019-01-04 23:00:00+01:00;Amsterdam-Vondelpark;CO;286,4;2
2019-01-04 23:00:00+01:00;Amsterdam-Vondelpark;NO;0,5;1
2019-01-04 23:00:00+01:00;Amsterdam-Vondelpark;O3;51,6;4
2019-01-04 23:00:00+01:00;Amsterdam-Vondelpark;FN;0,36;1
2019-01-04 23:00:00+01:00;Amsterdam-Vondelpark;PM10;11,7;2
2019-01-04 23:00:00+01:00;Amsterdam-Vondelpark;PM25;3,5;1
2019-01-04 23:00:00+01:00;Amsterdam-Vondelpark;NO2;18,1;2
2019-01-05 00:00:00+01:00;Amsterdam-Vondelpark;NO2;17,5;2
2019-01-05 00:00:00+01:00;Amsterdam-Vondelpark;PM10;14,5;2
2019-01-05 00:00:00+01:00;Amsterdam-Vondelpark;CO;283,4;2
2019-01-05 00:00:00+01:00;Amsterdam-Vondelpark;NO;0,7;1
2019-01-05 00:00:00+01:00;Amsterdam-Vondelpark;O3;53,8;4
2019-01-05 00:00:00+01:00;Amsterdam-Vondelpark;FN;0,31;1
2019-01-05 00:00:00+01:00;Amsterdam-Vondelpark;PM25;4,8;1
2019-01-05 01:00:00+01:00;Amsterdam-Vondelpark;CO;278,5;2
2019-01-05 01:00:00+01:00;Amsterdam-Vondelpark;NO;0,9;1
2019-01-05 01:00:00+01:00;Amsterdam-Vondelpark;O3;40,9;4
2019-01-05 01:00:00+01:00;Amsterdam-Vondelpark;FN;0,43;1
2019-01-05 01:00:00+01:00;Amsterdam-Vondelpark;PM10;13,1;2
2019-01-05 01:00:00+01:00;Amsterdam-Vondelpark;PM25;2,0;1
2019-01-05 01:00:00+01:00;Amsterdam-Vondelpark;NO2;26,7;3
2019-01-05 02:00:00+01:00;Amsterdam-Vondelpark;CO;261,1;2
2019-01-05 02:00:00+01:00;Amsterdam-Vondelpark;NO;0,6;1
2019-01-05 02:00:00+01:00;Amsterdam-Vondelpark;O3;43,1;4
2019-01-05 02:00:00+01:00;Amsterdam-Vondelpark;FN;0,31;1
2019-01-05 02:00:00+01:00;Amsterdam-Vondelpark;PM10;9,9;1
2019-01-05 02:00:00+01:00;Amsterdam-Vondelpark;PM25;-1,3;1
2019-01-05 02:00:00+01:00;Amsterdam-Vondelpark;NO2;23,8;3
2019-01-05 03:00:00+01:00;Amsterdam-Vondelpark;CO;250,9;2
2019-01-05 03:00:00+01:00;Amsterdam-Vondelpark;NO;0,4;1
2019-01-05 03:00:00+01:00;Amsterdam-Vondelpark;O3;54,7;4
2019-01-05 03:00:00+01:00;Amsterdam-Vondelpark;FN;0,19;1
2019-01-05 03:00:00+01:00;Amsterdam-Vondelpark;PM10;16,7;2
